Code;Site ID;Site;Region;ECM Category;Energy;Meter Category;State;Identification Date;Issue Identified;Corrective Action;ECM Creation Date;Estimated Consumtion kWh;Estimated Cost;Creation User;Blocked;Implemented;New;Realized;To be implemented;Updated;Last Save Date;Last Save Author;BMS;Behaviour;Maintenance;Refrigeration;Capital;Word Order Number;Work Complete;Under Contract;RMM Validated;Investment;Capital Investment;Type;Last Comment Date;Last Comment Author;Comments;Implementation Date;Type Code
320-06;320;Bath London Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Suction Pressure Optimisation: The suction pressure on pack LT2 (label name = not available -- R404A) is set to 6.0 PSI [-38.1 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;23/01/2014 09:00:00;13713;1234;Laurent Crolard;;;23/01/2014 09:00:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will complete on next visit |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |02/06/2014 01:00:00|elutions@elutions.com|No value on Tom's and Maestro;;
320-05;320;Bath London Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Suction Pressure Optimisation: The suction pressure on pack LT1 (label name = not available -- R404A) is set to 6.0 PSI [-38.1 °„C]. Floating Suction Mode = Null;The suction setpoint on CDK, could be changed to 11.2 PSI [-33°„C]. The floating suction mode should be enabled if possible.;23/01/2014 09:00:00;13592;1223;Laurent Crolard;;;23/01/2014 09:00:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;26/03/2015 18:19:32;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will complete on next visit |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |02/06/2014 01:00:00|elutions@elutions.com|No value on Tom's and Maestro;;
320-04;320;Bath London Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT4 (label name = not available -- R404A) is set to 161 PSI [23.7°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;3158;284;Laurent Crolard;;;23/01/2014 09:00:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;20/03/2015 14:56:34;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will complete on next visit |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |02/06/2014 01:00:00|elutions@elutions.com|No value on Tom's and Maestro;;
320-03;320;Bath London Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT3 (label name = not available -- R404A) is set to 161 PSI [23.7°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;2653;239;Laurent Crolard;;;23/01/2014 09:00:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;20/03/2015 14:56:34;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will complete on next visit |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |02/06/2014 01:00:00|elutions@elutions.com|No value on Tom's and Maestro;;
320-02;320;Bath London Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT2 (label name = not available -- R404A) is set to 155 PSI [22.4°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;627;56;Laurent Crolard;;;23/01/2014 09:00:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;20/03/2015 14:56:34;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will complete on next visit |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |02/06/2014 01:00:00|elutions@elutions.com|No value on Tom's and Maestro;;
320-01;320;Bath London Road;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack LT1 (label name = not available -- R404A) is set to 155 PSI [22.4°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on CDK, could be changed to 153.3 PSI [22°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;627;56;Laurent Crolard;;;23/01/2014 09:00:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;20/03/2015 14:56:34;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will complete on next visit |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 22.5.14, changed Set-points |02/06/2014 01:00:00|elutions@elutions.com|No value on Tom's and Maestro;;
345-06;345;Basingstoke Thorneycroft;South West;Capital;Electricity;Refrigeration;New;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT2 (label name = 200.0 -- R407A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;4029;363;Laurent Crolard;;;2014/1/9 13:00;;2014/3/6 10:30;2014/3/6 11:00;26/03/2015 18:19:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : issues with adjusting Suction setpoints on HT to reduce load at night would cause CO2 sub cooling issues|02/06/2014 01:00:00|elutions@elutions.com|no changes made;;
345-05;345;Basingstoke Thorneycroft;South West;Capital;Electricity;Refrigeration;New;23/01/2014 00:00:00;Floating Suction Enabled: The floating suction on pack HT1 (label name = 100.0 -- R407A) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;2712;244;Laurent Crolard;;;2014/1/9 13:00;;2014/3/6 10:30;2014/3/6 11:00;26/03/2015 18:19:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Issues with adjusting Suction setpoints on HT to reduce load at night would cause CO2 sub cooling issues|02/06/2014 01:00:00|elutions@elutions.com|no changes made;;
345-04;345;Basingstoke Thorneycroft;South West;Capital;Electricity;Refrigeration;New;22/01/2014 22:00:00;Floating Suction Enabled: The floating suction on pack LT1 (label name = 300.0 -- R744) is not set to operate efficiently. Floating Suction = null, Max suction setpoint = null PSI, linked to CO2 = TRUE;The floating suction should be enabled on JTL, parameters could be set as follow: Max Setpoint = 38.0 PSI and at least 5 cases should be set in the floating suction configuration. Cases should be selected carefully and correspond to the worst scenario.;23/01/2014 09:00:00;4161;374;Laurent Crolard;;;2014/1/9 13:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;26/03/2015 18:19:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;2014/1/9 13:00;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will Visit site to investigate |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 23.5.14, changed Set-points |17/06/2014 01:00:00|elutions@elutions.com|value set to 160 PSI, floating suction disable|25/07/2014 01:00:00|elutions@elutions.com|Following discussion with the refrigeration contractors and Morrisons,  JTL pack and Floating suction on CO2 pack will be on hold until further informations. This action could still be implemented (as it is on Penrith, see ECM 214-10).;;
345-03;345;Basingstoke Thorneycroft;South West;Refrigeration;Electricity;Refrigeration;Updated;22/01/2014 22:00:00;Suction Pressure Optimisation: The suction pressure on pack LT1 (label name = 300.0 -- R744) is set to 160.0 PSI [-35.0 °„C]. Floating Suction Mode = Null;The suction setpoint on JTL, could be changed to 172.5 PSI [-33°„C]. The floating suction mode should be enabled if possible.;23/01/2014 09:00:00;4047;364;Laurent Crolard;;;23/01/2014 09:00:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;26/03/2015 18:19:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : will Visit site to investigate |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 23.5.14, changed Set-points |17/06/2014 01:00:00|elutions@elutions.com|value set to 160 PSI, floating suction disable;;
345-02;345;Basingstoke Thorneycroft;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT2 (label name = 200.0 -- R407A) is set to 160 PSI [23.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;15288;1376;Laurent Crolard;;;23/01/2014 09:00:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;26/03/2015 18:19:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will Visit site to investigate |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 23.5.14, changed Set-points |17/06/2014 01:00:00|elutions@elutions.com|no value on Toms for discharge;;
345-01;345;Basingstoke Thorneycroft;South West;Refrigeration;Electricity;Refrigeration;Updated;23/01/2014 00:00:00;Discharge Pressure Optimisation: The discharge pressure on pack HT1 (label name = 100.0 -- R407A) is set to 160 PSI [23.5°„C]. Floating Discharge = null, Refrigerant = null, Ambient Offset = null;The discharge setpoint on JTL, could be changed to 131.0 PSI [17°„C]. The floating discharge should be enabled. The refrigerant and the ambient offset should be adjusted.;23/01/2014 09:00:00;10288;926;Laurent Crolard;;;23/01/2014 09:00:00;;18/06/2014 10:30:00;18/06/2014 11:00:00;26/03/2015 18:19:33;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;;;;23/01/2014 09:00:00;;;;;;WITHOUT;;MANUAL;13/05/2014 01:00:00;elutions@elutions.com;13/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Will Visit site to investigate |27/05/2014 01:00:00|elutions@elutions.com|Space Engineering Services Ltd said : Commissioning attended Site - 23.5.14, changed Set-points |17/06/2014 01:00:00|elutions@elutions.com|no value on Toms for discharge;;
077-07;77;Winsford Wharton;Midlands;Capital;Electricity;Lighting;New;23/01/2014 00:00:00;Sales Floor Lighting : without the display lighting there are 80 kW of light during the day. and 32 kW during night.;5 kW should be switched off at night by the BMS. This way 2/3 of the store's lights will be controlled by the BMS.;23/01/2014 09:00:00;21493;1934;Laurent Crolard;;;23/01/2014 09:00:00;;;;2014/12/8 12:45;Laurent Crolard;;;;;23/01/2014 09:00:00;;;;;WITHOUT;;MANUAL;31/01/2014 00:00:00;mittons@elutions.com;31/01/2014 00:00:00|mittons@elutions.com|Thisis not a BMS issue, but an issue that requies addressing on site by the store electrical contractor|07/02/2014 00:00:00|elutions@elutions.com|This will have to be check on site.;;
077-06;77;Winsford Wharton;Midlands;BMS;Electricity;Lighting;Realized;23/01/2014 00:00:00;Sales Floor lighting : The sales floor lights are switched off at 22:30 and at 16:30.;The Schedule of operation should be adjusted to switched every days 15 min earlier at 16:15 on sundays and at 22:15 on weekdays.;23/01/2014 09:00:00;5475;493;Laurent Crolard;;2014/7/2 10:30;23/01/2014 09:00:00;2014/7/2 11:00;2014/7/2 9:30;;2014/12/8 12:45;SuperUser_3C0CCFE9-844D-4D8C-81CE-CB22FAFDAFDD;23/01/2014 09:00:00;;;;;;;;;WITHOUT;;MANUAL;31/01/2014 00:00:00;mittons@elutions.com;31/01/2014 00:00:00|mittons@elutions.com|Times adjusted;;
068-02;68;Shrewsbury Whitchurch Road;Midlands;Capital;Electricity;Lighting;New;23/01/2014 00:00:00;Sales Floor Lighting : only about half of the lights is switched off at night. The sales floor lighting power demand goes from 63 kW during day to 28 kW at night on sundays.;Some more lights should be switched off at night. There should be about 21 kW of light at night.;23/01/2014 09:00:00;6370;573;Laurent Crolard;;;23/01/2014 09:00:00;;;;2014/12/8 12:43;Laurent Crolard;;;;;23/01/2014 09:00:00;;;;;WITHOUT;;MANUAL;31/01/2014 00:00:00;mittons@elutions.com;31/01/2014 00:00:00|mittons@elutions.com|The BMS is switching the lighting off. Any adjustment of the fittings that are not switched can only be made by the site electrical contractor on site. This is a maintenance not a BMS issue|07/02/2014 00:00:00|elutions@elutions.com|This will have to be check on site.;;
068-01;68;Shrewsbury Whitchurch Road;Midlands;Capital;Electricity;Lighting;New;23/01/2014 00:00:00;Sales Floor Lighting : only about half of the lights is switched off at night. The sales floor lighting power demand goes from 63 kW during day to 28 kW at night on weekdays.;Some more lights should be switched off at night. There should be about 21 kW of light at night.;23/01/2014 09:00:00;24024;2162;Laurent Crolard;;;23/01/2014 09:00:00;;;;2014/12/8 12:43;Laurent Crolard;;;;;23/01/2014 09:00:00;;;;;WITHOUT;;MANUAL;31/01/2014 00:00:00;mittons@elutions.com;31/01/2014 00:00:00|mittons@elutions.com|The BMS is switching the lighting off. Any adjustment of the fittings that are not switched can only be made by the site electrical contractor on site. This is a maintenance not a BMS issue|07/02/2014 00:00:00|elutions@elutions.com|This will have to be check on site.;;
220-02;220;West Kirby Dee Lane;Midlands;Capital;Electricity;Lighting;New;23/01/2014 00:00:00;On the non essential busbar the power demand goes from 17 kW to 80 kW. The profile doesn't look like lighting equipement. There might be various Equipment powered from it. This will give a better control on the light and power. some circuits stay on after the closing time and also it starts before the opening time.;Lighting circuit and power circuit should be split. This will allow the BMS to switch all unnecessary equipment once unused. This will give the BMS a better control on the lights and power.;23/01/2014 09:00:00;3120;281;Laurent Crolard;;;23/01/2014 09:00:00;;;;2014/12/8 12:45;Laurent Crolard;;;;;23/01/2014 09:00:00;;;;;WITHOUT;;MANUAL;31/01/2014 00:00:00;mittons@elutions.com;31/01/2014 00:00:00|mittons@elutions.com|This is not a BMS issue, but an issue that requies addressing on site by the store electrical contractor|07/02/2014 00:00:00|elutions@elutions.com|This will have to be check on site.;;
